trial_number,bit_width,group_size,model_type,context_question,question_type,evaluation,perplexity,rmse_key,rmse_value
0,2.5,128,Compressed,Which recurrent neural network variant explicitly relies on a reset gate and an update gate to capture long-range dependencies without a separate cell state?,factual,0.0,6.736977577209473,1.2515909671783447,0.193786010146141
1,2.5,128,Compressed,How does multi-head attention extend the vanilla self-attention mechanism computationally?,factual,0.0,12.653460502624512,1.205782771110535,0.1941322982311248
2,2.5,128,Compressed,What specific matrix decomposition forms the foundation for Principal Component Analysis (PCA) optimization?,factual,0.0,15.968244552612305,1.2216061353683472,0.1947815120220184
3,2.5,128,Compressed,What are the three canonical data splits required to build and evaluate a deep learning pipeline cleanly?,factual,0.0,16.421852111816406,1.2362216711044312,0.1914538145065307
4,2.5,128,Compressed,What mathematical constraint determines whether an optimization problem is considered strictly convex?,factual,0.0,7.057506561279297,1.2465537786483765,0.1942149996757507
5,2.5,128,Compressed,What structural property separates a convolutional layer from a fully connected layer regarding parameter efficiency?,factual,0.0,9.9525728225708,1.2411590814590454,0.1937230825424194
6,2.5,128,Compressed,What specific formulation distinguishes Adam from the RMSProp optimizer?,factual,0.0,17.399538040161133,1.2261886596679688,0.192207857966423
7,2.5,128,Compressed,"What phenomenon occurs when the gradients flowing backward through a deep architecture approach zero, preventing earlier layers from updating?",factual,0.0,13.212292671203612,1.2248754501342771,0.193440705537796
8,2.5,128,Compressed,What is the primary difference between a matrix and a tensor as described in the linear algebra introduction?,factual,0.0,7.312730312347412,1.2513006925582886,0.1916020959615707
9,2.5,128,Compressed,What mathematical operation describes the derivative of a matrix with respect to a vector?,factual,0.0,5.69816780090332,1.2907140254974363,0.1926682144403457
10,2.5,128,Compressed,Which optimization algorithm generalizes standard gradient descent by incorporating an exponentially decaying average of past gradients to maintain momentum?,factual,0.0,7.467040538787842,1.2818821668624878,0.1933164447546005
11,2.5,128,Compressed,What is the mathematical formulation of the dropout regularization technique applied to a hidden layer activation vector?,factual,0.0,5.882692337036133,1.273606538772583,0.1907175332307815
12,2.5,128,Compressed,"According to the text, what specific failure mode does batch normalization alleviate during the training of deep networks?",factual,0.0,7.857662200927734,1.2602161169052124,0.1915941685438156
13,2.5,128,Compressed,What is the structural difference between standard cross-entropy loss and binary cross-entropy loss formulas?,factual,0.0,4.278275966644287,1.307169795036316,0.1939980685710907
14,2.5,128,Compressed,How is the capacity of a statistical model defined in relation to the phenomena of overfitting and underfitting?,factual,0.0,8.676198959350586,1.2647684812545776,0.1913195252418518
15,2.5,128,Compressed,What is the standard weight initialization strategy proposed by Xavier Glorot and Yoshua Bengio for deep networks using symmetric activation functions?,factual,0.0,8.719834327697754,1.2449777126312256,0.1929145902395248
0,2.5,128,Compressed,How does the memory bandwidth efficiency of an NVIDIA Blackwell H200 GPU compare to an AMD Instinct MI300X accelerator when running FP4 inference routines?,out-of-scope,0.0,16.715587615966797,1.220736742019653,0.1932220757007599
1,2.5,128,Compressed,What are the current pricing brackets and infrastructure costs for running distributed Kubernetes training nodes on Amazon Web Services clusters?,out-of-scope,0.0,18.061952590942383,1.1627122163772583,0.1924002319574356
2,2.5,128,Compressed,How do you configure a physical Cisco Nexus switch environment to optimize low-latency RDMA over Converged Edge traffic?,out-of-scope,0.0,17.468059539794922,1.2261170148849487,0.1927990615367889
3,2.5,128,Compressed,What are the exact regulatory compliance steps needed to secure health data under the European Union GDPR guidelines when deploying medical imaging models?,out-of-scope,0.0,17.56438636779785,1.2207127809524536,0.191722497344017
4,2.5,128,Compressed,Can you provide the complete full-stack C++ implementation for a custom CUDA kernel executing fused flash attention on specialized edge computing hardware?,out-of-scope,0.0,19.81081962585449,1.221756935119629,0.1931233555078506
5,2.5,128,Compressed,What are the corporate revenue metrics and market capitalization projections for deep learning infrastructure providers in the coming fiscal year?,out-of-scope,0.0,16.809171676635742,1.2427788972854614,0.191708892583847
0,2.5,128,Compressed,What are the step-by-step procedures required to obtain a CE certification for an AI-based medical diagnostic device under EU MDR 2017/745 regulations?,out-of-scope,0.0,14.266419410705566,1.228319764137268,0.1939487755298614
1,2.5,128,Compressed,How does the real-time options pricing engine used by Goldman Sachs differ architecturally from the one deployed by JPMorgan Chase for derivatives trading?,out-of-scope,0.0,15.093910217285156,1.2363460063934326,0.193924680352211
2,2.5,128,Compressed,What are the current SLA guarantees and throughput benchmarks for Google Cloud TPU v5e pods running large-scale distributed training workloads?,out-of-scope,0.0,16.894336700439453,1.227592945098877,0.1951306015253067
3,2.5,128,Compressed,How do you configure a high-availability active-passive failover cluster using Pacemaker and Corosync on a bare-metal Ubuntu server running production inference services?,out-of-scope,0.0,14.764508247375488,1.2114014625549316,0.1944987475872039
4,2.5,128,Compressed,What are the intellectual property licensing obligations when integrating open-source Llama 3 model weights into a commercially deployed SaaS product?,out-of-scope,1.0,16.9153995513916,1.232360601425171,0.1938176602125167
5,2.5,128,Compressed,Which specific tax treatment applies to equity-settled share-based compensation under IFRS 2 for AI startup employees holding unvested restricted stock units across multiple jurisdictions?,out-of-scope,0.0,15.22109317779541,1.2201036214828491,0.1944019645452499
6,2.5,128,Compressed,What is the end-to-end hardware bill of materials required to assemble a petascale neuromorphic computing cluster optimized for spiking neural network inference?,out-of-scope,0.0,14.620031356811523,1.170271873474121,0.1942672729492187
7,2.5,128,Compressed,How does the carbon footprint accounting methodology used by Microsoft for its Azure AI infrastructure differ from that used by Amazon Web Services for equivalent GPU cluster workloads?,out-of-scope,0.0,16.404319763183594,1.2401864528656006,0.1948426067829132
