trial_number,bit_width,group_size,model_type,context_question,question_type,evaluation,perplexity,rmse_key,rmse_value
0,4.0,128,Compressed,How does the memory bandwidth efficiency of an NVIDIA Blackwell H200 GPU compare to an AMD Instinct MI300X accelerator when running FP4 inference routines?,out-of-scope,0.0,16.715587615966797,0.4613466262817383,0.0744296163320541
1,4.0,128,Compressed,What are the current pricing brackets and infrastructure costs for running distributed Kubernetes training nodes on Amazon Web Services clusters?,out-of-scope,1.0,18.061952590942383,0.4325855076313019,0.0746156051754951
2,4.0,128,Compressed,How do you configure a physical Cisco Nexus switch environment to optimize low-latency RDMA over Converged Edge traffic?,out-of-scope,0.0,17.468059539794922,0.4586898684501648,0.0742968097329139
3,4.0,128,Compressed,What are the exact regulatory compliance steps needed to secure health data under the European Union GDPR guidelines when deploying medical imaging models?,out-of-scope,1.0,17.56438636779785,0.4330510795116424,0.0746288672089576
4,4.0,128,Compressed,Can you provide the complete full-stack C++ implementation for a custom CUDA kernel executing fused flash attention on specialized edge computing hardware?,out-of-scope,1.0,19.81081962585449,0.4344787299633026,0.0747576653957367
5,4.0,128,Compressed,What are the corporate revenue metrics and market capitalization projections for deep learning infrastructure providers in the coming fiscal year?,out-of-scope,1.0,16.809171676635742,0.435777485370636,0.0744800940155983
0,4.0,128,Compressed,What are the step-by-step procedures required to obtain a CE certification for an AI-based medical diagnostic device under EU MDR 2017/745 regulations?,out-of-scope,0.0,14.266419410705566,0.4530771970748901,0.0744534283876419
1,4.0,128,Compressed,How does the real-time options pricing engine used by Goldman Sachs differ architecturally from the one deployed by JPMorgan Chase for derivatives trading?,out-of-scope,1.0,15.093910217285156,0.4357333481311798,0.0748678743839263
2,4.0,128,Compressed,What are the current SLA guarantees and throughput benchmarks for Google Cloud TPU v5e pods running large-scale distributed training workloads?,out-of-scope,0.0,16.894336700439453,0.4537731409072876,0.0745621845126152
3,4.0,128,Compressed,How do you configure a high-availability active-passive failover cluster using Pacemaker and Corosync on a bare-metal Ubuntu server running production inference services?,out-of-scope,0.0,14.764508247375488,0.4588242471218109,0.0746058821678161
4,4.0,128,Compressed,What are the intellectual property licensing obligations when integrating open-source Llama 3 model weights into a commercially deployed SaaS product?,out-of-scope,0.0,16.9153995513916,0.4534728229045868,0.0745929479598999
5,4.0,128,Compressed,Which specific tax treatment applies to equity-settled share-based compensation under IFRS 2 for AI startup employees holding unvested restricted stock units across multiple jurisdictions?,out-of-scope,1.0,15.22109317779541,0.4352553188800812,0.0753303319215774
6,4.0,128,Compressed,What is the end-to-end hardware bill of materials required to assemble a petascale neuromorphic computing cluster optimized for spiking neural network inference?,out-of-scope,0.0,14.620031356811523,0.4539251625537872,0.0747940614819526
7,4.0,128,Compressed,How does the carbon footprint accounting methodology used by Microsoft for its Azure AI infrastructure differ from that used by Amazon Web Services for equivalent GPU cluster workloads?,out-of-scope,1.0,16.404319763183594,0.465288370847702,0.0741967037320137
