trial_number,bit_width,group_size,model_type,context_question,question_type,evaluation,perplexity,rmse_key,rmse_value
0,3.5,128,Compressed,How does the memory bandwidth efficiency of an NVIDIA Blackwell H200 GPU compare to an AMD Instinct MI300X accelerator when running FP4 inference routines?,out-of-scope,0.0,16.715587615966797,0.7385113835334778,0.1091231033205986
1,3.5,128,Compressed,What are the current pricing brackets and infrastructure costs for running distributed Kubernetes training nodes on Amazon Web Services clusters?,out-of-scope,0.0,18.061952590942383,0.6967692971229553,0.1088515222072601
2,3.5,128,Compressed,How do you configure a physical Cisco Nexus switch environment to optimize low-latency RDMA over Converged Edge traffic?,out-of-scope,0.0,17.468059539794922,0.7286533713340759,0.1082975789904594
3,3.5,128,Compressed,What are the exact regulatory compliance steps needed to secure health data under the European Union GDPR guidelines when deploying medical imaging models?,out-of-scope,0.0,17.56438636779785,0.7133454084396362,0.1087523847818374
4,3.5,128,Compressed,Can you provide the complete full-stack C++ implementation for a custom CUDA kernel executing fused flash attention on specialized edge computing hardware?,out-of-scope,1.0,19.81081962585449,0.703504204750061,0.1090000420808792
5,3.5,128,Compressed,What are the corporate revenue metrics and market capitalization projections for deep learning infrastructure providers in the coming fiscal year?,out-of-scope,0.0,16.809171676635742,0.7297660112380981,0.1079170629382133
0,3.5,128,Compressed,What are the step-by-step procedures required to obtain a CE certification for an AI-based medical diagnostic device under EU MDR 2017/745 regulations?,out-of-scope,0.0,14.266419410705566,0.7028880715370178,0.1086119338870048
1,3.5,128,Compressed,How does the real-time options pricing engine used by Goldman Sachs differ architecturally from the one deployed by JPMorgan Chase for derivatives trading?,out-of-scope,0.0,15.093910217285156,0.745419442653656,0.1088185384869575
2,3.5,128,Compressed,What are the current SLA guarantees and throughput benchmarks for Google Cloud TPU v5e pods running large-scale distributed training workloads?,out-of-scope,0.0,16.894336700439453,0.7227489352226257,0.1090816035866737
3,3.5,128,Compressed,How do you configure a high-availability active-passive failover cluster using Pacemaker and Corosync on a bare-metal Ubuntu server running production inference services?,out-of-scope,0.0,14.764508247375488,0.7403821349143982,0.108571209013462
4,3.5,128,Compressed,What are the intellectual property licensing obligations when integrating open-source Llama 3 model weights into a commercially deployed SaaS product?,out-of-scope,0.0,16.9153995513916,0.7425721287727356,0.108332559466362
5,3.5,128,Compressed,Which specific tax treatment applies to equity-settled share-based compensation under IFRS 2 for AI startup employees holding unvested restricted stock units across multiple jurisdictions?,out-of-scope,0.0,15.22109317779541,0.725100040435791,0.1093683391809463
6,3.5,128,Compressed,What is the end-to-end hardware bill of materials required to assemble a petascale neuromorphic computing cluster optimized for spiking neural network inference?,out-of-scope,0.0,14.620031356811523,0.7409965395927429,0.1089336648583412
7,3.5,128,Compressed,How does the carbon footprint accounting methodology used by Microsoft for its Azure AI infrastructure differ from that used by Amazon Web Services for equivalent GPU cluster workloads?,out-of-scope,0.0,16.404319763183594,0.7413846850395203,0.1078529059886932
8,3.5,128,Compressed,What specific network topology and InfiniBand fabric configuration is recommended for a 512-node NVIDIA DGX H100 cluster to maximize all-reduce collective communication bandwidth?,out-of-scope,0.0,15.578720092773438,0.6988384127616882,0.1095480322837829
0,3.5,128,Compressed,How do the probability and information theory notation definitions (entropy H[P] and KL-divergence D_KL) connect to the cross-entropy loss function used to train softmax classifiers?,cross-reference,0.0,14.826126098632812,0.7255899906158447,0.109258122742176
1,3.5,128,Compressed,In what ways do the sparse interaction and weight-sharing properties that distinguish convolutional layers from fully connected layers relate to the covariance matrix structure exploited during PCA-based dimensionality reduction of image data?,cross-reference,1.0,13.7442626953125,0.734359860420227,0.1085757538676261
2,3.5,128,Compressed,"How does the vanishing gradient problem identified during backpropagation through deep networks interact with the choice of Xavier initialization, and how does the GRU architecture structurally reduce reliance on proper initialization for capturing long-range dependencies?",cross-reference,0.0,14.31470775604248,0.7390974760055542,0.1087316498160362
3,3.5,128,Compressed,How are the mathematical operators defined in the notation section — specifically the Hadamard product and matrix transpose — concretely instantiated within the GRU gating equations and the scaled dot-product attention computation?,cross-reference,0.0,8.887694358825684,0.7520486116409302,0.1074987202882766
4,3.5,128,Compressed,"How does the generalization theory concept of model capacity — quantified through VC dimension — constrain the practical architecture choices of depth, width, and dropout rate when building a GRU for sequence modeling?",cross-reference,0.0,17.99555015563965,0.7366021871566772,0.1082984507083892
5,3.5,128,Compressed,How do Adam's bias-correction terms interact with the gradient scale produced by Xavier initialization versus poorly scaled alternatives during the first iterations of training?,cross-reference,0.0,22.166486740112305,0.7540005445480347,0.1066974774003028
6,3.5,128,Compressed,"How do the running statistics tracked by batch normalization during training get corrupted when dropout is applied before normalization layers, and how does this manifest as a mismatch when the model is evaluated on the validation or test split?",cross-reference,1.0,8.744893074035645,0.7546911835670471,0.1088715493679046
7,3.5,128,Compressed,How does the strictly convex optimization framework — where every local minimum is a global minimum because the Hessian is positive definite everywhere — break down when ReLU activations and max-pooling are introduced in a multi-layer convolutional architecture?,cross-reference,0.0,14.057533264160156,0.730383038520813,0.1081463620066642
8,3.5,128,Compressed,"How does the BLEU evaluation metric for sequence-to-sequence translation connect to the conditional probability notation established in the preamble, and how does the choice between Adam and SGD with momentum affect the model's ability to maximize it indirectly during training?",cross-reference,0.0,12.79831886291504,0.742973804473877,0.10878886282444
0,3.5,128,Compressed,How do the parameter initialization bounds described in Section 8 intersect with the optimization dynamics of Adam versus SGD with Momentum as covered in the text?,cross-reference,0.0,11.781621932983398,0.7402856945991516,0.1089311242103576
1,3.5,128,Compressed,Analyze how applying Dropout regularization during training impacts the downstream tracking behavior of Batch Normalization layers during model evaluation.,cross-reference,0.0,9.106057167053224,0.7548732757568359,0.1092251613736152
2,3.5,128,Compressed,Trace how the geometric assumptions of Convex Optimization Theory map onto the specific empirical loss landscapes observed in deep Convolutional Networks.,cross-reference,0.0,13.080129623413086,0.7334348559379578,0.1086739376187324
3,3.5,128,Compressed,Contrast the structural approach to handling exploding gradients inside recurrent layouts (like GRUs) against how feedforward networks (like Transformers) handle them using attention structures.,cross-reference,0.0,10.943960189819336,0.7255555391311646,0.1090783849358558
4,3.5,128,Compressed,How do the theoretical capacity limits discussed in Generalization Theory affect the decision to apply dimensionality reduction strategies like PCA before training a deep neural network?,cross-reference,0.0,13.006832122802734,0.7296750545501709,0.1094873324036598
5,3.5,128,Compressed,Explain the interaction between the cross-entropy loss function properties and the final classification layers across both multi-class and multi-label task setups.,cross-reference,0.0,7.274951457977295,0.7609065771102905,0.1097926273941993
0,3.5,128,Compressed,Which recurrent neural network variant explicitly relies on a reset gate and an update gate to capture long-range dependencies without a separate cell state?,factual,1.0,6.725016117095947,0.7467349767684937,0.1093182638287544
1,3.5,128,Compressed,How does multi-head attention extend the vanilla self-attention mechanism computationally?,factual,0.0,12.634502410888672,0.7399508953094482,0.1099263355135917
2,3.5,128,Compressed,What specific matrix decomposition forms the foundation for Principal Component Analysis (PCA) optimization?,factual,0.0,15.956183433532717,0.7039874792098999,0.1087537407875061
3,3.5,128,Compressed,What are the three canonical data splits required to build and evaluate a deep learning pipeline cleanly?,factual,0.0,16.398923873901367,0.7016385197639465,0.1088359504938125
4,3.5,128,Compressed,What mathematical constraint determines whether an optimization problem is considered strictly convex?,factual,0.0,7.056824684143066,0.7559188604354858,0.1091797053813934
5,3.5,128,Compressed,What structural property separates a convolutional layer from a fully connected layer regarding parameter efficiency?,factual,0.0,9.94472312927246,0.7428499460220337,0.1095763817429542
6,3.5,128,Compressed,What specific formulation distinguishes Adam from the RMSProp optimizer?,factual,0.0,17.415620803833008,0.7393655180931091,0.1086763590574264
7,3.5,128,Compressed,"What phenomenon occurs when the gradients flowing backward through a deep architecture approach zero, preventing earlier layers from updating?",factual,0.0,13.202342987060549,0.7234926819801331,0.1089997887611389
8,3.5,128,Compressed,What is the primary difference between a matrix and a tensor as described in the linear algebra introduction?,factual,0.0,7.399857997894287,0.7470486164093018,0.1082784235477447
9,3.5,128,Compressed,What mathematical operation describes the derivative of a matrix with respect to a vector?,factual,0.0,5.8108625411987305,0.7628681659698486,0.1092422306537628
10,3.5,128,Compressed,Which optimization algorithm generalizes standard gradient descent by incorporating an exponentially decaying average of past gradients to maintain momentum?,factual,0.0,7.542524337768555,0.7570875287055969,0.1096240207552909
11,3.5,128,Compressed,What is the mathematical formulation of the dropout regularization technique applied to a hidden layer activation vector?,factual,0.0,5.967074871063232,0.756268322467804,0.107768677175045
12,3.5,128,Compressed,"According to the text, what specific failure mode does batch normalization alleviate during the training of deep networks?",factual,0.0,8.015217781066895,0.7474870681762695,0.1086825504899025
13,3.5,128,Compressed,What is the structural difference between standard cross-entropy loss and binary cross-entropy loss formulas?,factual,0.0,4.339846134185791,0.7750428915023804,0.1098549738526344
14,3.5,128,Compressed,How is the capacity of a statistical model defined in relation to the phenomena of overfitting and underfitting?,factual,0.0,8.932686805725098,0.7596698999404907,0.1086693778634071
15,3.5,128,Compressed,What is the standard weight initialization strategy proposed by Xavier Glorot and Yoshua Bengio for deep networks using symmetric activation functions?,factual,0.0,9.14609432220459,0.7381576895713806,0.1091430336236953
